新欧尚餐厅,金鸡湖路205号欧尚超市二楼铺位号603-2001, WiFi 
临汾新东城 餐厅,解放东路81号（美都会商场一层）, WiFi 店内参观 生日餐会 
尚都餐厅,永泰南路尚都一二层肯德基, WiFi 店内参观 生日餐会 
东站房餐厅,石家庄火车站候车厅二楼夹层东站房餐厅, WiFi 生日餐会 
蕾莎餐厅,裕华路与会战道交叉口蕾莎城市广场一层, WiFi 全天营业 生日餐会 
金翡丽餐厅,中山东路48号金翡丽购物中心一层地下一层, WiFi 
西美花街餐厅,红旗大街与汇丰路交叉口西美花街底商一层二层, WiFi 
集宁维多利餐厅,恩和大街维多利广场一层肯德基, WiFi 生日餐会 
东河维多利餐厅,巴彦塔拉大街西河槽维多利广场肯德基餐厅, WiFi 店内参观 生日餐会 
保定站餐厅,阳光南大街519号保定火车站, WiFi 
金游城餐厅,南二环路以南丰州路以西鹏欣金游城购物中心一、二层, WiFi 全天营业 生日餐会 
涿州服务区餐厅,京港澳高速公路K57+450涿州东服务区（东区）, WiFi 
殷巷苏果餐厅,诚信大道与双龙大道交汇处, WiFi 
青秀万达餐厅,东葛路118号万达广场一楼1033B号, WiFi 店内参观 生日餐会 
航生餐厅,航一路9号, WiFi 店内参观 生日餐会 
朝阳甜品站餐厅,青云街18号百盛购物广场一层, WiFi 生日餐会 
新天地餐厅,宝安北路1004号中洲新天地商场, WiFi 店内参观 
进贤天虹餐厅,进贤民和镇胜利南路天集商业广场天虹商场一、二楼, WiFi 店内参观 生日餐会 
铅山狮江餐厅,狮江大道县幼儿园对面铅山肯德基一楼, WiFi 生日餐会 
南昌高铁餐厅餐厅,红谷滩新区九龙湖西站高架夹层315商业点, WiFi 
八里湖餐厅,八里湖新区九方购物中心一楼, WiFi 生日餐会 
抚州金巢餐厅,青云峰路大润发一楼, WiFi 店内参观 生日餐会 
华晨餐厅,万家丽路与长沙大道交汇处华晨世纪广场1F肯德基餐厅, WiFi 生日餐会 
洞庭大道餐厅,洞庭大道与潺陵路交汇处恒生国际中心一层肯德基餐厅, WiFi 店内参观 生日餐会 
德思勤餐厅,井湾子中意路101号德思勤城市广场1F肯德基餐厅, WiFi 店内参观 生日餐会 
安化中伟餐厅,湾竹塘中伟广场1F肯德基餐厅, WiFi 生日餐会 
北金餐厅,北环道南、文化路东瀚海北金商业中心一、二层总计面积约为375平方米的房产, WiFi 全天营业 店内参观 生日餐会 
济水大街餐厅,济水大街北，建设银行西印象新城大润发一层总计使用面积为342平方米的房产, WiFi 店内参观 生日餐会 
沱滨路餐厅,永城市中原路和沱滨路交叉口东南角先帅新天地一层总计使用面积为330平方米的房产, WiFi 店内参观 生日餐会 
广宁餐厅,南街镇广宁商业步行街首层C-68铺, WiFi 全天营业 店内参观 生日餐会 
沃尔玛江铃餐厅,南昌是三店西路以北沃尔玛卖场一层, WiFi 店内参观 
新华北餐厅餐厅,芗城区新华北路与漳响路交汇处东北角地块冠成国际一层, 店内参观 
东平路DT餐厅,永平街东平大道8号金灏堡物业一层, WiFi 全天营业 生日餐会 
金利新时代DT餐厅,金利镇金龙大道中段, WiFi 店内参观 生日餐会 
从化新光DT餐厅,从化太平镇广从南路546号新光百德广场, WiFi 店内参观 生日餐会 
杭州中大银泰餐厅,东新路822号中大银泰城2楼L214号商铺, WiFi 店内参观 生日餐会 
罗餐厅,月罗路2380号, WiFi 
九亭站餐厅,沪松公路1501号商场一层轨道交通九亭站, WiFi 
施湾餐厅,祝桥新镇施新路802弄1号, WiFi 店内参观 生日餐会 
吾盈餐厅,青浦区盈浦街道淀山湖大道152弄58号-1室、淀山湖大道218号2F-024, WiFi 
金科餐厅,金科路3057号SHzj-1014, WiFi 
世博源餐厅,世博大道1368号世博源3区B层, WiFi 
佘山餐厅,佘山镇桃源路190号2层，192、194号1-2层, WiFi 店内参观 生日餐会 
古寨餐厅,世昌大道100号宏福广场地上一层肯德基有限公司, WiFi 店内参观 生日餐会 
印象城餐厅,文化东路以北文昌北路以西莱州金运印象城一层、二层的房产, WiFi 店内参观 生日餐会 
山泉路餐厅,山泉路以南、原粮食局以西维华商业广场一层的房产, 生日餐会 
向阳餐厅,向阳路步行街李村利客来购物中心一层超市向阳路出入口至大楼向阳路疏散楼梯之间的房产, WiFi 生日餐会 
通海路餐厅,通海路与宁海大街交汇处牟平振华商厦一层通海路一侧南把角的房产, WiFi 生日餐会 
福州路餐厅,福州路与人民路交叉口利客来平度购物中心一层东南把角的房产, WiFi 店内参观 生日餐会 
烟台万达餐厅,西关南街6号的万达广场内的【1035A】，【2033】号店铺, 生日餐会 
泰和餐厅,车站路77号1+2层, WiFi 生日餐会 
药城DT餐厅,（医药高新区）药城大道一号, WiFi 生日餐会 
万盛餐厅,南关岭路777号万盛购物广场一楼, WiFi 店内参观 生日餐会 
华太餐厅餐厅,北共济街华太广场一楼, WiFi 生日餐会 
安溪宝龙餐厅,安溪县建安大道宝龙城市广场一层肯德基餐厅, WiFi 店内参观 生日餐会 
寮步欧尚餐厅,寮步镇香市路与祥富路交汇处欧尚寮步商业中心首层, WiFi 店内参观 生日餐会 
上堡街餐厅,向阳东街与上堡街交汇处, WiFi 生日餐会 
东风路餐厅,东风路北片区三组团光大广场2期1-2, WiFi 店内参观 生日餐会 
长水机场精选餐厅,昆明长水国际机场出发大厅区域B1-1号, 全天营业 
青县凤城餐厅,新华西路北侧104国道东侧信发商厦一层, WiFi 全天营业 
景华路餐厅,景华路26号一层, WiFi 店内参观 生日餐会 
平凉新民餐厅,新民路新世纪商厦A座1-2层, WiFi 店内参观 
兰州西客站餐厅,兰州西客站候车层商业夹层肯德基餐厅, WiFi 
人民路餐厅,茂南区油城四路汇丰大酒店首层, WiFi 全天营业 店内参观 生日餐会 
振兴餐厅,道滘镇振兴路喜乐福百货广场首、二层, 店内参观 生日餐会 
江燕路餐厅,江燕路108号燕汇广场首层, WiFi 全天营业 
合肥高铁南站餐厅,高铁南站候车室西北夹层3楼肯德基, WiFi 店内参观 生日餐会 
杭州萧山旺角城餐厅,萧山旺角城8栋1单元新天地旁, WiFi 
杭州拱墅万达餐厅,石祥路和杭行路交汇处杭行路666号万达广场2027B-2028商铺, WiFi 店内参观 生日餐会 
下沙宝龙餐厅,经济技术开发区宝龙商业中心3号楼1F-017，2F-016-B, WiFi 店内参观 
袍江大润发餐厅,袍江世纪街1号大润发肯德基, WiFi 店内参观 生日餐会 
杭州湾世纪金源餐厅餐厅,杭州湾新区金源大道19号世纪金源购物中心一楼, WiFi 店内参观 生日餐会 
金华大润发餐厅,八一南街1168号大润发超市一楼, WiFi 店内参观 生日餐会 
金华站餐厅,环城西路金竹路交叉口高铁站2楼, WiFi 店内参观 
宁波新星欧尚餐厅,新星路111号122B, WiFi 店内参观 生日餐会 
慈溪保利餐厅,三北西大街1555号，保利滨湖天地商业广场一层, WiFi 店内参观 生日餐会 
射阳龙翔餐厅,射阳县解放路与朝阳路交汇处西南侧苏果超市一层, WiFi 店内参观 生日餐会 
盐城中南餐厅,城南新区解放路与海洋路交汇处东北角, WiFi 
阜宁益林餐厅,阜宁益林人民路叶波大润发超市一层, WiFi 店内参观 
盐城义乌城餐厅,开放大道313号, WiFi 店内参观 
北京站精选3餐厅,北京火车站内2层第四候车室, WiFi 全天营业 店内参观 生日餐会 
百货大楼餐厅,东城区安泰北区东南角百货大楼东城超市一层, WiFi 
东风商城餐厅,东风新村东风商城东, WiFi 
贵州街餐厅,解放路六段15号, 店内参观 
福州茶亭餐厅,台江区八一七中路264号, WiFi 全天营业 
裕荣汇餐厅,音西街道裕荣汇商业一层114-115号、二层217-2号商铺, WiFi 店内参观 生日餐会 
福清万达餐厅,音西街道万达广场商业一层1002、商业2层2002号商铺, WiFi 店内参观 生日餐会 
世欧广场餐厅,晋连路18、19号世欧广场A3-1-21(东侧)、A3-2-17(北侧)、A3-2-18（北侧）、A3-2-19（北侧）、A3-2-20、A3-2-21号商铺, WiFi 店内参观 生日餐会 
永安城上餐厅,含笑大道1188号城上广场大润发一层商店街1号铺, WiFi 店内参观 生日餐会 
紫阳餐厅,长乐北路王庄大润发一层商店街1号铺, WiFi 全天营业 店内参观 生日餐会 
花城湾餐厅,珠江新城花城大道86号, WiFi 全天营业 店内参观 生日餐会 
番禺万达餐厅,南村镇里仁洞村迎宾大路东侧万达广场内【2037】号商铺, WiFi 店内参观 生日餐会 
江门万达餐厅,发展大道万达广场102及0238A号, WiFi 生日餐会 
阳西餐厅,城人民北路耀宝凯旋豪庭商住小区二期商场1楼A08号商铺, WiFi 全天营业 店内参观 生日餐会 
古镇大信餐厅,古镇镇曹二村大信新都汇一层肯德基, WiFi 店内参观 生日餐会 
罗定餐厅,龙园路133号罗定体育商业广场首层1001铺, WiFi 全天营业 店内参观 生日餐会 
西安盛龙餐厅,未央路80号盛龙广场1.2层, WiFi 店内参观 
汉城路餐厅,汉城南路路西侧旭景新港10号一层, WiFi 店内参观 
乌鲁木齐机场第三航站楼餐厅餐厅,乌鲁木齐国际机场T3航站楼标段11出发厅c区, WiFi 店内参观 
通州万达广场餐厅,新华北街8号万达广场内2026号商铺, WiFi 
天通苑华联餐厅,天通中苑F区一层F1-15号商铺, WiFi 店内参观 生日餐会 
大兴西红门宜家餐厅餐厅,欣宁街15号L11层3-01-76-R号商铺, WiFi 店内参观 
肯德基SKP餐厅,建国路87号地下一层-101内B1017号, WiFi 全天营业 店内参观 生日餐会 
郑庄DT餐厅,九水东路与合川路交汇处商业网点东把头一层、二层的房产, WiFi 生日餐会 
龙门西路餐厅,龙门西路18号莱阳大润发一层。, 店内参观 
银座商城餐厅,中心路40号一层, WiFi 生日餐会 
常州恐龙园餐厅,新北区河海东路60号迪诺水镇12号楼, WiFi 
振兴DT餐厅,徐海路与振兴大道交叉口东南角, WiFi 店内参观 
港福时代餐厅,建设路中路北侧港福时代广场一层, WiFi 全天营业 店内参观 生日餐会 
北湖北餐厅,北湖北路荣和MOCO社区一二层, WiFi 全天营业 店内参观 生日餐会 
万福餐厅,凯风路90号, WiFi 店内参观 生日餐会 
南宁东站餐厅,火车东站南广场三楼肯德基, WiFi 
龙潭路餐厅餐厅,东岳大街82号大润发一层, WiFi 
修水宁红餐厅,修水县宁红大道联盛广场1楼肯德基, WiFi 店内参观 生日餐会 
双街餐厅,双街镇双新大道永辉超一层, WiFi 生日餐会 
九二餐厅餐厅,九二路商业步行街A区, WiFi 全天营业 店内参观 生日餐会 
亿丰餐厅,浑南新区金卡路16号, WiFi 
金湖路餐厅,金湖路115号深源美庭2栋107、207号房复式店铺,108、208号房复式店铺, WiFi 全天营业 店内参观 生日餐会 
白塔堡餐厅,白塔堡沈营大街587号上亿广场一楼, WiFi 生日餐会 
雷炎大街餐厅,雷炎大街兴隆大家庭商场一层, WiFi 店内参观 生日餐会 
五环餐厅,西广场嫩江路联合书城对面欧亚广场一楼, WiFi 店内参观 生日餐会 
西稍门餐厅,莲湖区西稍门十字平房1号, WiFi 全天营业 店内参观 
阎良千禧餐厅,人民东路西段千禧广场, WiFi 全天营业 店内参观 
星城DT餐厅,雷锋大道668号环球奥特莱斯, WiFi 
株洲珠江北路DT餐厅,栗雨工业园五十区珠江北路与株洲大道交界处栗雨湖商业项目-美的时代广场, WiFi 生日餐会 
东和餐厅餐厅,江北区北城天街33号5幢1-2层, WiFi 
富华里餐厅,九洲大道2023号的中海富华里中心12栋一层110、111、112号, WiFi 全天营业 店内参观 生日餐会 
福民路餐厅,福民路星河明居裙楼(天虹百货)一楼1002部分, WiFi 全天营业 生日餐会 
中航天逸餐厅,民治街道人民路2020号九方商场一层L126号铺, WiFi 店内参观 生日餐会 
桥头餐厅,福永街道桥头社区桥和路东海百货首层, WiFi 全天营业 店内参观 生日餐会 
崇江餐厅餐厅,长江街137号甲1-3层, WiFi 
中贸餐厅,南稍门十字西北角中贸广场一层, WiFi 生日餐会 
电子城餐厅,电子一路18号电子商城负一层, WiFi 全天营业 店内参观 生日餐会 
蓝田蓝新餐厅,蓝新路北段东侧一层, WiFi 店内参观 生日餐会 
长安DT餐厅,府东路城南新天地2层, WiFi 店内参观 
鲁泰大道餐厅,高新区鲁泰大道以北西六路以东的淄博银泰城一层编号为1035和1036的房产, WiFi 店内参观 生日餐会 
湖西路餐厅,菏泽湖西路中段路西、向阳路中段路北一层的房产, WiFi 店内参观 生日餐会 
六安徽宁记餐厅,解放路浙东商贸城时代超市, WiFi 全天营业 店内参观 生日餐会 
北宁湾餐厅,迎贤道183号, WiFi 全天营业 生日餐会 
丰盛餐厅,软件大道119号, WiFi 店内参观 
泗县第一街餐厅,汴河大道泗州第一街, WiFi 店内参观 生日餐会 
洪泽大润发餐厅,北京路与建设路交汇处, WiFi 店内参观 生日餐会 
阜南百货大楼餐厅,阜南地城路与淮河路交口阜南百货大楼1-2层, WiFi 店内参观 生日餐会 
桃源大润发餐厅,淮海中路与桃源路西北角大润发一楼, WiFi 店内参观 
明光润溪广场餐厅,明光池河大道与明珠路交叉口东北角, WiFi 店内参观 生日餐会 
高铁北精选餐厅,铁路上海虹桥站出发层商铺号：3F-A3-1, WiFi 
佛罗伦萨餐厅,浦东新区卓耀路58弄, WiFi 
同乐餐厅,洞泾镇同乐路399号6幢号一层1F05-07号, WiFi 店内参观 生日餐会 
义蓬乐购餐厅,义蓬镇英冠天地华润万家一楼, WiFi 店内参观 
大桥北服务区（西）餐厅,杭州湾跨海大桥北服务区西, WiFi 
世纪城餐厅,世纪城3期4号楼, WiFi 生日餐会 
东湖餐厅,行呤阁, WiFi 
仙桃大道餐厅,仙桃大道号中百一楼, WiFi 生日餐会 
大冶文化宫餐厅,黄狮海路28号大冶工人文化宫商业广场一层肯德基餐厅, WiFi 生日餐会 
常平大道DT餐厅,常平镇常平大道乐购超市入口肯德基餐厅, WiFi 全天营业 店内参观 生日餐会 
永星国际餐厅,东新4路永星国际广场大润发超市一层商店1号铺, WiFi 店内参观 生日餐会 
福清龙田DT餐厅,龙田镇大真线三村融鼎新天地9号楼101复式商场, WiFi 店内参观 生日餐会 
通道北街餐厅,通道北街附属医院北50米肯德基, WiFi 生日餐会 
遵化开元国际餐厅,华明北路西侧、府前西街南侧开元小区四期开元国际项目, WiFi 店内参观 生日餐会 
世博餐厅,经济开发区站前西大街世博广场一层肯德基, WiFi 生日餐会 
怀特二餐厅,槐安东路105号怀特商业广场一层（商场内）, WiFi 
军粮城餐厅,八号桥军粮城示范镇军丽园29号楼底商, WiFi 生日餐会 
清苑餐厅,清苑路28号新天地商厦一二层, WiFi 生日餐会 
包头机场餐厅餐厅,二里半机场, WiFi 
华油餐厅餐厅,会战道华北石油购物广场一层, 生日餐会 
双龙餐厅,双龙南里204号, 店内参观 生日餐会 
怀柔国泰餐厅,府前西街2号龙山广场商业楼F1-01号商铺, WiFi 全天营业 店内参观 
西站南广场餐厅,广安路一幢-1层1342号、1343号商铺, WiFi 店内参观 
美佳乐DT餐厅,洪阳镇城徽往揭阳方向50米处美佳乐购物广场W001商铺一、二层, WiFi 全天营业 店内参观 生日餐会 
新乐山餐厅,解放中路乐山商场一层总计面积约为410平方米的房产, WiFi 全天营业 店内参观 生日餐会 
千秋时代餐厅餐厅,建设中路111号千秋时代广场1楼, WiFi 店内参观 生日餐会 
睢宁万象苏果餐厅,八一路南万象天地华润苏果入口, WiFi 店内参观 生日餐会 
中山陵餐厅,中山陵步行街8-12, WiFi 
萧岗餐厅,新市墟新市南街45号新天地广场A座首层肯德基餐厅区旧长房旧商铺座一层, WiFi 全天营业 店内参观 生日餐会 
南通北大街餐厅,北大街108号（大润发超市一层）, WiFi 店内参观 
滨海润发餐厅,滨海县人民路99号大润发超市一层, WiFi 
